,id,nombre
0,10,Catamarca
1,38,Jujuy
2,54,Misiones
3,58,Neuquén
4,22,Chaco
5,26,Chubut
6,74,San Luis
7,86,Santiago del Estero
8,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
9,02,Ciudad Autónoma de Buenos Aires
10,14,Córdoba
11,46,La Rioja
12,78,Santa Cruz
13,06,Buenos Aires
14,34,Formosa
15,50,Mendoza
16,62,Río Negro
17,66,Salta
18,18,Corrientes
19,30,Entre Ríos
20,42,La Pampa
21,70,San Juan
22,82,Santa Fe
23,90,Tucumán
