,id_depto,grupo_etario,habitantes
1003,06112,6-11,4108.0
1004,06119,0-5,2588.0
1005,06140,6-11,1468.0
1006,06147,0-5,1731.0
1007,06154,12-18,1492.0
1008,06154,19-65,7991.0
1009,06161,12-18,2009.0
1010,06161,19-65,10176.0
1011,06168,6-11,888.0
1012,06175,12-18,2994.0
1013,06175,19-65,16340.0
1014,06182,6-11,6284.0
1015,06196,>65,3565.0
1016,06203,12-18,4180.0
1017,06203,19-65,24696.0
1018,06210,6-11,4504.0
1019,06224,12-18,7531.0
1020,06224,19-65,41568.0
1021,06231,6-11,1704.0
1022,06260,>65,29067.0
1023,06270,0-5,17155.0
1024,06274,6-11,55183.0
1025,06294,12-18,1608.0
1026,06294,19-65,9425.0
1027,06301,>65,3030.0
1028,06315,12-18,2821.0
1029,06315,19-65,13141.0
1030,06329,12-18,2104.0
1031,06329,19-65,10650.0
1032,06336,>65,489.0
1033,06343,12-18,1600.0
1034,06343,19-65,8038.0
1035,06364,0-5,14137.0
1036,06371,>65,58934.0
1037,06410,0-5,10707.0
1038,06413,6-11,8925.0
1039,06420,>65,13416.0
1040,06427,>65,170253.0
1041,06455,12-18,2959.0
1042,06455,19-65,15702.0
1043,06483,0-5,3294.0
1044,06490,6-11,65571.0
1045,06497,6-11,10571.0
1046,06505,12-18,2676.0
1047,06505,19-65,13231.0
1048,06511,6-11,1058.0
1049,06515,12-18,40965.0
1050,06515,19-65,214290.0
1051,06518,0-5,2519.0
1052,06525,12-18,8351.0
1053,06525,19-65,38235.0
1054,06539,12-18,70111.0
1055,06539,19-65,348455.0
1056,06553,12-18,914.0
1057,06553,19-65,5003.0
1058,06568,0-5,18044.0
1059,06574,>65,2408.0
1060,06581,>65,14893.0
1061,06595,0-5,8554.0
1062,06602,6-11,3677.0
1063,06623,12-18,12182.0
1064,06623,19-65,67810.0
1065,06644,0-5,3043.0
1066,06655,0-5,936.0
1067,06658,12-18,70705.0
1068,06658,19-65,381417.0
1069,06672,12-18,1779.0
1070,06672,19-65,9489.0
1071,06679,0-5,1734.0
1072,06721,6-11,818.0
1073,06728,>65,2904.0
1074,06742,6-11,731.0
1075,06756,0-5,17057.0
1076,06763,6-11,15253.0
1077,06784,6-11,1157.0
1078,06791,6-11,12620.0
1079,06826,6-11,4578.0
1080,06840,>65,52712.0
1081,06847,6-11,834.0
1082,06875,0-5,2586.0
1083,06882,>65,13218.0
1084,10007,12-18,475.0
1085,10007,19-65,3161.0
1086,10014,0-5,243.0
1087,10035,0-5,2482.0
1088,10049,6-11,17212.0
1089,10056,>65,484.0
1090,10084,6-11,1243.0
1091,10098,0-5,1154.0
1092,14007,6-11,7284.0
1093,14021,>65,26692.0
1094,14049,>65,4230.0
1095,14056,0-5,5605.0
1096,14063,12-18,10574.0
1097,14063,19-65,63830.0
1098,14070,>65,691.0
1099,14084,0-5,2907.0
1100,14091,6-11,19630.0
1101,14098,6-11,24667.0
1102,14105,0-5,5303.0
1103,14112,0-5,1324.0
1104,14119,0-5,8823.0
1105,14133,0-5,4809.0
1106,14147,12-18,15614.0
1107,14147,19-65,83152.0
1108,14161,6-11,10870.0
1109,14175,6-11,1209.0
1110,14182,>65,15151.0
1111,18014,12-18,324.0
1112,18014,19-65,1697.0
1113,18056,12-18,1126.0
1114,18056,19-65,5155.0
1115,18070,6-11,10905.0
1116,18077,12-18,1379.0
1117,18077,19-65,6881.0
1118,18084,0-5,3816.0
1119,18091,6-11,4752.0
1120,18098,12-18,1439.0
1121,18098,19-65,6729.0
1122,18119,>65,4738.0
1123,18126,>65,2619.0
1124,18140,6-11,2025.0
1125,18147,>65,1416.0
1126,18154,6-11,1498.0
1127,18168,>65,5187.0
1128,18175,12-18,1304.0
1129,18175,19-65,5930.0
1130,22014,12-18,3256.0
1131,22014,19-65,16591.0
1132,22021,>65,8424.0
1133,22028,6-11,3571.0
1134,22039,>65,696.0
1135,22043,12-18,1238.0
1136,22043,19-65,6404.0
1137,22063,6-11,8259.0
1138,22070,0-5,2318.0
1139,22098,6-11,6579.0
1140,22119,0-5,1353.0
1141,22133,6-11,3266.0
1142,22147,>65,1119.0
1143,26007,6-11,10375.0
1144,26035,>65,4899.0
1145,26049,>65,140.0
1146,26056,12-18,309.0
1147,26056,19-65,1750.0
1148,26063,0-5,64.0
1149,26070,>65,192.0
1150,26098,>65,570.0
1151,30008,6-11,6990.0
1152,30015,>65,18077.0
1153,30021,6-11,4458.0
1154,30028,>65,7253.0
1155,30035,0-5,2629.0
1156,30042,>65,1453.0
1157,30063,0-5,1271.0
1158,30070,>65,7651.0
1159,30084,>65,44128.0
1160,30105,12-18,4287.0
1161,30105,19-65,24458.0
1162,30113,6-11,5389.0
1163,34035,6-11,9940.0
1164,34056,6-11,8111.0
1165,38014,6-11,13356.0
1166,38021,>65,31877.0
1167,38042,0-5,4800.0
1168,38063,12-18,10031.0
1169,38063,19-65,53271.0
1170,38094,6-11,1549.0
1171,38098,>65,571.0
1172,38105,12-18,329.0
1173,38105,19-65,1460.0
1174,38112,6-11,2773.0
1175,42014,6-11,272.0
1176,42021,6-11,11128.0
1177,42028,12-18,933.0
1178,42028,19-65,4852.0
1179,42049,0-5,201.0
1180,42063,>65,144.0
1181,42070,0-5,690.0
1182,42098,12-18,1016.0
1183,42098,19-65,5559.0
1184,42119,0-5,600.0
1185,42133,6-11,1651.0
1186,42140,0-5,1540.0
1187,42154,6-11,1797.0
1188,46007,>65,1405.0
1189,46014,>65,15857.0
1190,46021,6-11,538.0
1191,46035,0-5,1307.0
1192,46042,>65,4698.0
1193,46049,0-5,479.0
1194,46056,12-18,355.0
1195,46056,19-65,1927.0
1196,46063,0-5,621.0
1197,46077,0-5,158.0
1198,46084,0-5,567.0
1199,46098,12-18,305.0
1200,46098,19-65,1633.0
1201,46126,6-11,317.0
1202,50007,0-5,8283.0
1203,50014,6-11,5385.0
1204,50028,>65,36526.0
1205,50042,>65,1174.0
1206,50049,6-11,24827.0
1207,50063,12-18,20387.0
1208,50063,19-65,102834.0
1209,50070,>65,21809.0
1210,50077,6-11,3700.0
1211,50084,>65,7676.0
1212,50091,>65,3938.0
1213,50112,12-18,2263.0
1214,50112,19-65,11186.0
1215,54035,12-18,1380.0
1216,54035,19-65,5827.0
1217,54042,>65,7405.0
1218,54049,12-18,6138.0
1219,54049,19-65,25839.0
1220,54056,12-18,10537.0
1221,54056,19-65,43708.0
1222,54063,0-5,10641.0
1223,54077,0-5,5227.0
1224,54084,6-11,4579.0
1225,58014,12-18,2191.0
1226,58014,19-65,11074.0
1227,58028,>65,449.0
1228,58035,6-11,44946.0
1229,58042,>65,1515.0
1230,58056,0-5,2801.0
1231,58070,0-5,1136.0
1232,58077,6-11,884.0
1233,58084,12-18,605.0
1234,58084,19-65,3482.0
1235,58091,12-18,3890.0
1236,58091,19-65,18406.0
1237,58098,6-11,533.0
1238,62021,>65,16589.0
1239,62035,6-11,780.0
1240,62063,6-11,1671.0
1241,62070,0-5,598.0
1242,62077,0-5,2730.0
1243,62091,>65,1576.0
1244,66007,12-18,9023.0
1245,66007,19-65,40640.0
1246,66035,6-11,6901.0
1247,66042,>65,2394.0
1248,66049,0-5,4858.0
1249,66070,>65,519.0
1250,66077,12-18,1287.0
1251,66077,19-65,7744.0
1252,66084,6-11,775.0
1253,66098,>65,910.0
1254,66105,>65,315.0
1255,66119,12-18,827.0
1256,66119,19-65,3163.0
1257,66133,12-18,5831.0
1258,66133,19-65,19717.0
1259,66140,12-18,3903.0
1260,66140,19-65,19794.0
1261,66147,>65,4219.0
1262,66154,>65,799.0
1263,70007,>65,2605.0
1264,70014,6-11,1181.0
1265,70021,6-11,1255.0
1266,70028,6-11,9115.0
1267,70056,0-5,2155.0
1268,70063,0-5,1295.0
1269,70098,>65,6419.0
1270,70105,12-18,3883.0
1271,70105,19-65,15162.0
1272,70119,6-11,825.0
1273,74014,6-11,561.0
1274,74021,0-5,1180.0
1275,74028,12-18,3001.0
1276,74028,19-65,16102.0
1277,74042,0-5,1283.0
1278,74056,>65,23607.0
1279,78007,6-11,1663.0
1280,78021,0-5,10573.0
1281,78035,>65,755.0
1282,78042,6-11,1489.0
1283,82014,>65,13273.0
1284,82021,6-11,17526.0
1285,82028,>65,12666.0
1286,82035,0-5,2349.0
1287,82042,>65,27552.0
1288,82063,0-5,42937.0
1289,82070,12-18,11909.0
1290,82070,19-65,70563.0
1291,82084,0-5,97904.0
1292,82091,6-11,7064.0
1293,82098,12-18,3561.0
1294,82098,19-65,19913.0
1295,82119,0-5,16356.0
1296,82126,6-11,6077.0
1297,86014,0-5,2298.0
1298,86021,6-11,1820.0
1299,86028,0-5,2758.0
1300,86042,6-11,1115.0
1301,86056,>65,2289.0
1302,86063,6-11,4467.0
1303,86077,0-5,4772.0
1304,86091,>65,1641.0
1305,86105,6-11,2577.0
1306,86112,6-11,120.0
1307,86133,12-18,3520.0
1308,86133,19-65,14776.0
1309,86140,6-11,1334.0
1310,86147,0-5,6377.0
1311,86154,>65,430.0
1312,86161,>65,4043.0
1313,86182,>65,404.0
1314,86189,0-5,861.0
1315,90007,>65,3519.0
1316,90021,0-5,7651.0
1317,90028,0-5,4239.0
1318,90035,6-11,1629.0
1319,90056,6-11,6760.0
1320,90070,6-11,7986.0
1321,90084,6-11,51884.0
1322,90091,6-11,3784.0
1323,90105,>65,13729.0
1324,90112,>65,2156.0
1325,94008,0-5,8087.0
1326,94011,>65,336.0
1327,06014,0-5,950.0
1328,06028,>65,58727.0
1329,06070,0-5,3225.0
1330,06077,12-18,3457.0
1331,06077,19-65,18916.0
1332,06084,6-11,1912.0
1333,06091,0-5,25806.0
1334,06098,12-18,11412.0
1335,06098,19-65,60951.0
1336,06105,6-11,3296.0
1337,06126,12-18,12722.0
1338,06126,19-65,65667.0
1339,06134,0-5,6225.0
1340,06189,0-5,1131.0
1341,06218,>65,5082.0
1342,06238,>65,4208.0
1343,06245,6-11,6608.0
1344,06252,0-5,21900.0
1345,06266,>65,3767.0
1346,06277,>65,1352.0
1347,06280,6-11,4115.0
1348,06287,0-5,758.0
1349,06308,6-11,285.0
1350,06322,>65,1628.0
1351,06351,6-11,1131.0
1352,06357,12-18,67001.0
1353,06357,19-65,401710.0
1354,06385,6-11,2208.0
1355,06392,0-5,2797.0
1356,06399,6-11,1028.0
1357,06406,6-11,919.0
1358,06408,6-11,16075.0
1359,06412,>65,26179.0
1360,06434,6-11,37841.0
1361,06441,>65,84845.0
1362,06448,12-18,1343.0
1363,06448,19-65,6624.0
1364,06462,0-5,1361.0
1365,06466,>65,830.0
1366,06469,0-5,3480.0
1367,06476,>65,2576.0
1368,06532,>65,8829.0
1369,06547,>65,2908.0
1370,06560,0-5,50791.0
1371,06588,>65,7481.0
1372,06609,6-11,4099.0
1373,06616,>65,961.0
1374,06630,0-5,408.0
1375,06638,12-18,48967.0
1376,06638,19-65,239910.0
1377,06648,12-18,13904.0
1378,06648,19-65,59428.0
1379,06651,6-11,1236.0
1380,06665,0-5,3451.0
1381,06686,0-5,1851.0
1382,06693,6-11,1342.0
1383,06700,12-18,2086.0
1384,06700,19-65,12814.0
1385,06707,6-11,3213.0
1386,06714,6-11,3725.0
1387,06735,12-18,2999.0
1388,06735,19-65,15899.0
1389,06749,6-11,15307.0
1390,06760,6-11,31904.0
1391,06770,>65,7299.0
1392,06778,0-5,9859.0
1393,06798,>65,1447.0
1394,06805,12-18,53284.0
1395,06805,19-65,273793.0
1396,06812,0-5,244.0
1397,06819,>65,2158.0
1398,06833,0-5,4260.0
1399,06854,>65,5261.0
1400,06861,12-18,24673.0
1401,06861,19-65,171260.0
1402,06868,0-5,2583.0
1403,10021,12-18,2368.0
1404,10021,19-65,11830.0
1405,10028,>65,171.0
1406,10042,6-11,1892.0
1407,10063,12-18,1624.0
1408,10063,19-65,9088.0
1409,10070,6-11,2725.0
1410,10077,0-5,317.0
1411,10091,6-11,2579.0
1412,10105,6-11,2400.0
1413,10112,12-18,3905.0
1414,10112,19-65,21376.0
1415,14014,12-18,154598.0
1416,14014,19-65,943575.0
1417,14028,0-5,5650.0
1418,14035,12-18,3903.0
1419,14035,19-65,21558.0
1420,14042,>65,17072.0
1421,14077,12-18,544.0
1422,14077,19-65,2999.0
1423,14126,>65,4866.0
1424,14140,12-18,24859.0
1425,14140,19-65,137124.0
1426,14154,6-11,401.0
1427,14168,12-18,2670.0
1428,14168,19-65,13455.0
1429,18007,>65,3952.0
1430,18021,6-11,40888.0
1431,18028,6-11,3184.0
1432,18035,>65,5625.0
1433,18042,12-18,2082.0
1434,18042,19-65,10862.0
1435,18049,0-5,3662.0
1436,18063,>65,1961.0
1437,18105,0-5,4965.0
1438,18112,>65,4676.0
1439,18133,0-5,1633.0
1440,18161,0-5,2171.0
1441,22007,>65,2198.0
1442,22036,>65,1675.0
1443,22049,>65,888.0
1444,22056,12-18,1769.0
1445,22056,19-65,9225.0
1446,22077,>65,1066.0
1447,22084,0-5,6514.0
1448,22091,12-18,3220.0
1449,22091,19-65,15499.0
1450,22105,6-11,3073.0
1451,22112,>65,1417.0
1452,22126,12-18,1495.0
1453,22126,19-65,8707.0
1454,22140,6-11,38963.0
1455,22154,12-18,2220.0
1456,22154,19-65,11201.0
1457,22161,>65,287.0
1458,22168,12-18,4429.0
1459,22168,19-65,18611.0
1460,26014,6-11,2754.0
1461,26021,6-11,21521.0
1462,26028,12-18,189.0
1463,26028,19-65,1099.0
1464,26042,>65,1389.0
1465,26077,12-18,15650.0
1466,26077,19-65,89917.0
1467,26084,0-5,565.0
1468,26091,0-5,1344.0
1469,26105,>65,183.0
1470,30049,6-11,5466.0
1471,30056,12-18,13659.0
1472,30056,19-65,75218.0
1473,30077,0-5,3364.0
1474,30088,0-5,1743.0
1475,30091,0-5,2477.0
1476,30098,>65,13809.0
1477,34007,6-11,2028.0
1478,34014,>65,22847.0
1479,34021,12-18,2631.0
1480,34021,19-65,11092.0
1481,34028,>65,809.0
1482,34042,6-11,2181.0
1483,34049,6-11,10260.0
1484,34063,0-5,2421.0
1485,38007,6-11,1685.0
1486,38028,0-5,1752.0
1487,38035,>65,7998.0
1488,38049,>65,172.0
1489,38056,6-11,699.0
1490,38070,>65,1484.0
1491,38077,6-11,302.0
1492,38084,>65,232.0
1493,42007,6-11,980.0
1494,42035,0-5,1023.0
1495,42042,6-11,100.0
1496,42056,>65,1617.0
1497,42077,0-5,486.0
1498,42084,0-5,39.0
1499,42091,>65,59.0
1500,42105,12-18,7418.0
1501,42105,19-65,41952.0
1502,42112,0-5,1095.0
1503,42126,0-5,853.0
1504,42147,0-5,435.0
1505,46028,>65,1178.0
1506,46070,>65,415.0
1507,46091,0-5,394.0
1508,46105,6-11,241.0
1509,46112,6-11,1652.0
1510,46119,0-5,345.0
1511,50021,>65,27674.0
1512,50035,>65,5589.0
1513,50056,>65,3538.0
1514,50098,6-11,14861.0
1515,50105,6-11,21325.0
1516,50119,>65,6039.0
1517,50126,6-11,4851.0
1518,54007,0-5,5262.0
1519,54014,12-18,8031.0
1520,54014,19-65,33590.0
1521,54021,6-11,4296.0
1522,54028,0-5,33142.0
1523,54070,6-11,5235.0
1524,54091,12-18,14897.0
1525,54091,19-65,70728.0
1526,54098,0-5,6498.0
1527,54105,6-11,2808.0
1528,54112,0-5,4462.0
1529,54119,6-11,3671.0
1530,58007,>65,756.0
1531,58021,0-5,220.0
1532,58049,12-18,2356.0
1533,58049,19-65,13051.0
1534,58063,12-18,845.0
1535,58063,19-65,4729.0
1536,58105,6-11,952.0
1537,58112,>65,4212.0
1538,62007,>65,6892.0
1539,62014,6-11,4196.0
1540,62028,>65,790.0
1541,62042,0-5,29296.0
1542,62049,>65,426.0
1543,62056,>65,205.0
1544,62084,6-11,395.0
1545,66014,12-18,1039.0
1546,66014,19-65,5161.0
1547,66021,0-5,1430.0
1548,66028,12-18,69500.0
1549,66028,19-65,384838.0
1550,66056,>65,11345.0
1551,66063,>65,360.0
1552,66091,6-11,223.0
1553,66112,6-11,4909.0
1554,66126,12-18,21379.0
1555,66126,19-65,92105.0
1556,66161,12-18,1428.0
1557,66161,19-65,5005.0
1558,70035,6-11,4835.0
1559,70042,6-11,11599.0
1560,70049,0-5,819.0
1561,70070,12-18,10027.0
1562,70070,19-65,41620.0
1563,70077,>65,13307.0
1564,70084,>65,11011.0
1565,70091,6-11,1863.0
1566,70112,6-11,738.0
1567,70126,6-11,2553.0
1568,70133,6-11,765.0
1569,74007,>65,2727.0
1570,74035,>65,13601.0
1571,74049,0-5,2825.0
1572,74063,12-18,516.0
1573,74063,19-65,2738.0
1574,78014,>65,7706.0
1575,78028,0-5,2180.0
1576,78049,6-11,744.0
1577,82007,>65,6369.0
1578,82049,0-5,17202.0
1579,82056,0-5,5742.0
1580,82077,6-11,3104.0
1581,82105,0-5,6707.0
1582,82112,>65,5635.0
1583,82133,12-18,6460.0
1584,82133,19-65,32900.0
1585,86007,6-11,908.0
1586,86035,>65,13836.0
1587,86049,12-18,35687.0
1588,86049,19-65,205470.0
1589,86070,>65,1736.0
1590,86084,12-18,1107.0
1591,86084,19-65,5325.0
1592,86098,>65,1447.0
1593,86119,>65,2232.0
1594,86126,>65,1475.0
1595,86168,12-18,1957.0
1596,86168,19-65,7017.0
1597,86175,0-5,1183.0
1598,90014,0-5,21071.0
1599,90042,6-11,3478.0
1600,90049,12-18,2672.0
1601,90049,19-65,12691.0
1602,90063,6-11,10920.0
1603,90077,>65,6438.0
1604,90098,6-11,2270.0
1605,90119,0-5,8420.0
1606,94015,12-18,8504.0
1607,94015,19-65,53167.0
1608,02000,12-18,245665.0
1609,02000,19-65,1987897.0
1610,06007,0-5,1292.0
1611,06028,6-11,58015.0
1612,06035,12-18,37923.0
1613,06035,19-65,224678.0
1614,06042,0-5,1699.0
1615,06049,0-5,5390.0
1616,06056,12-18,33554.0
1617,06056,19-65,205484.0
1618,06063,0-5,3638.0
1619,06084,>65,3180.0
1620,06105,>65,6021.0
1621,06119,12-18,4101.0
1622,06119,19-65,18900.0
1623,06147,12-18,2474.0
1624,06147,19-65,13520.0
1625,06154,0-5,1107.0
1626,06161,0-5,1443.0
1627,06175,0-5,2014.0
1628,06203,0-5,2881.0
1629,06218,6-11,4228.0
1630,06224,0-5,4906.0
1631,06238,6-11,2888.0
1632,06245,>65,6653.0
1633,06266,6-11,4195.0
1634,06270,12-18,24742.0
1635,06270,19-65,121187.0
1636,06277,6-11,1070.0
1637,06280,>65,6264.0
1638,06294,0-5,1212.0
1639,06308,>65,482.0
1640,06315,0-5,1548.0
1641,06322,6-11,1083.0
1642,06329,0-5,1466.0
1643,06343,0-5,1095.0
1644,06351,>65,1843.0
1645,06364,12-18,18644.0
1646,06364,19-65,82731.0
1647,06385,>65,3269.0
1648,06399,>65,1870.0
1649,06406,>65,1720.0
1650,06408,>65,24731.0
1651,06410,12-18,18670.0
1652,06410,19-65,109759.0
1653,06412,6-11,36232.0
1654,06434,>65,65350.0
1655,06441,6-11,66893.0
1656,06455,0-5,1982.0
1657,06466,6-11,546.0
1658,06476,6-11,1606.0
1659,06483,12-18,4742.0
1660,06483,19-65,23883.0
1661,06505,0-5,1935.0
1662,06515,0-5,25943.0
1663,06518,12-18,3581.0
1664,06518,19-65,19536.0
1665,06525,0-5,5973.0
1666,06532,6-11,6743.0
1667,06539,0-5,48007.0
1668,06547,6-11,2558.0
1669,06553,0-5,596.0
1670,06568,12-18,30756.0
1671,06568,19-65,203738.0
1672,06588,6-11,4895.0
1673,06595,12-18,13458.0
1674,06595,19-65,72432.0
1675,06609,>65,6528.0
1676,06616,6-11,719.0
1677,06623,0-5,8676.0
1678,06644,12-18,4633.0
1679,06644,19-65,23999.0
1680,06651,>65,3058.0
1681,06655,12-18,1238.0
1682,06655,19-65,7041.0
1683,06658,0-5,47353.0
1684,06672,0-5,1197.0
1685,06679,12-18,2190.0
1686,06679,19-65,11550.0
1687,06693,>65,1739.0
1688,06707,>65,5294.0
1689,06714,>65,4923.0
1690,06749,>65,20687.0
1691,06756,12-18,29037.0
1692,06756,19-65,178076.0
1693,06760,>65,33278.0
1694,06770,6-11,7116.0
1695,06798,6-11,971.0
1696,06819,6-11,1351.0
1697,06854,6-11,3189.0
1698,06875,12-18,3798.0
1699,06875,19-65,19521.0
1700,10007,0-5,374.0
1701,10014,12-18,370.0
1702,10014,19-65,1968.0
1703,10028,6-11,203.0
1704,10035,12-18,3870.0
1705,10035,19-65,18208.0
1706,10042,>65,1621.0
1707,10070,>65,2119.0
1708,10091,>65,2806.0
1709,10098,12-18,1549.0
1710,10098,19-65,8090.0
1711,10105,>65,2690.0
1712,14042,6-11,14299.0
1713,14056,12-18,7384.0
1714,14056,19-65,40992.0
1715,14063,0-5,7791.0
1716,14084,12-18,4141.0
1717,14084,19-65,21812.0
1718,14105,12-18,6638.0
1719,14105,19-65,34568.0
1720,14112,12-18,1918.0
1721,14112,19-65,8909.0
1722,14119,12-18,12099.0
1723,14119,19-65,68637.0
1724,14126,6-11,3968.0
1725,14133,12-18,6847.0
1726,14133,19-65,37674.0
1727,14147,0-5,12002.0
1728,14154,>65,511.0
1729,18007,6-11,4808.0
1730,18014,0-5,231.0
1731,18021,>65,39638.0
1732,18028,>65,1798.0
1733,18035,6-11,5255.0
1734,18056,0-5,873.0
1735,18063,6-11,1615.0
1736,18077,0-5,1136.0
1737,18084,12-18,4751.0
1738,18084,19-65,22885.0
1739,18098,0-5,1002.0
1740,18112,6-11,4648.0
1741,18175,0-5,922.0
1742,22007,6-11,4305.0
1743,22014,0-5,2560.0
1744,22036,6-11,2450.0
1745,22043,0-5,968.0
1746,22049,6-11,1466.0
1747,22070,12-18,3219.0
1748,22070,19-65,12457.0
1749,22077,6-11,1476.0
1750,22105,>65,2581.0
1751,22112,6-11,2597.0
1752,22119,12-18,1785.0
1753,22119,19-65,8168.0
1754,22140,>65,36445.0
1755,22161,6-11,437.0
1756,26014,>65,2761.0
1757,26021,>65,18566.0
1758,26042,6-11,1179.0
1759,26056,0-5,236.0
1760,26063,12-18,68.0
1761,26063,19-65,470.0
1762,26105,6-11,144.0
1763,30035,12-18,3251.0
1764,30035,19-65,17863.0
1765,30049,>65,6843.0
1766,30063,12-18,1747.0
1767,30063,19-65,8252.0
1768,30098,6-11,10712.0
1769,30105,0-5,3123.0
1770,34007,>65,986.0
1771,34014,6-11,26493.0
1772,34028,6-11,2143.0
1773,34042,>65,1758.0
1774,34049,>65,9250.0
1775,38007,>65,1234.0
1776,38035,6-11,9746.0
1777,38042,12-18,7631.0
1778,38042,19-65,39935.0
1779,38049,6-11,241.0
1780,38056,>65,517.0
1781,38063,0-5,7205.0
1782,38070,6-11,2399.0
1783,38077,>65,265.0
1784,38084,6-11,527.0
1785,38105,0-5,194.0
1786,42007,>65,1520.0
1787,42028,0-5,648.0
1788,42042,>65,124.0
1789,42049,12-18,319.0
1790,42049,19-65,1738.0
1791,42056,6-11,1149.0
1792,42070,12-18,965.0
1793,42070,19-65,5446.0
1794,42091,6-11,42.0
1795,42098,0-5,647.0
1796,42119,12-18,933.0
1797,42119,19-65,4973.0
1798,42140,12-18,2136.0
1799,42140,19-65,10920.0
1800,46028,6-11,1078.0
1801,46035,12-18,1701.0
1802,46035,19-65,9709.0
1803,46049,12-18,804.0
1804,46049,19-65,4270.0
1805,46056,0-5,255.0
1806,46063,12-18,835.0
1807,46063,19-65,4643.0
1808,46070,6-11,362.0
1809,46077,12-18,214.0
1810,46077,19-65,1183.0
1811,46084,12-18,805.0
1812,46084,19-65,4408.0
1813,46098,0-5,224.0
1814,46105,>65,225.0
1815,46112,>65,1516.0
1816,50007,12-18,11066.0
1817,50007,19-65,75897.0
1818,50021,6-11,16942.0
1819,50035,6-11,4550.0
1820,50056,6-11,5749.0
1821,50063,0-5,13914.0
1822,50098,>65,16900.0
1823,50105,>65,27233.0
1824,50112,0-5,1765.0
1825,50119,6-11,6688.0
1826,50126,>65,3182.0
1827,54021,>65,2657.0
1828,54035,0-5,1087.0
1829,54049,0-5,5458.0
1830,54056,0-5,8802.0
1831,54063,12-18,13000.0
1832,54063,19-65,57864.0
1833,54070,>65,4350.0
1834,54077,12-18,6521.0
1835,54077,19-65,30073.0
1836,54105,>65,1801.0
1837,54119,>65,2087.0
1838,58007,6-11,1032.0
1839,58014,0-5,1908.0
1840,58056,12-18,4511.0
1841,58056,19-65,25134.0
1842,58070,12-18,1770.0
1843,58070,19-65,9912.0
1844,58084,0-5,440.0
1845,58091,0-5,2678.0
1846,58105,>65,708.0
1847,58112,6-11,4712.0
1848,62007,6-11,6136.0
1849,62014,>65,3848.0
1850,62028,6-11,723.0
1851,62049,6-11,354.0
1852,62056,6-11,125.0
1853,62070,12-18,985.0
1854,62070,19-65,5688.0
1855,62077,12-18,3973.0
1856,62077,19-65,21527.0
1857,62084,>65,584.0
1858,66007,0-5,7052.0
1859,66049,12-18,6453.0
1860,66049,19-65,33456.0
1861,66056,6-11,22243.0
1862,66063,6-11,343.0
1863,66077,0-5,966.0
1864,66091,>65,153.0
1865,66112,>65,4806.0
1866,66119,0-5,516.0
1867,66133,0-5,5048.0
1868,66140,0-5,2966.0
1869,70035,>65,3989.0
1870,70042,>65,8491.0
1871,70056,12-18,2795.0
1872,70056,19-65,15093.0
1873,70063,12-18,1606.0
1874,70063,19-65,7230.0
1875,70077,6-11,14695.0
1876,70084,6-11,10029.0
1877,70091,>65,1174.0
1878,70105,0-5,2876.0
1879,70112,>65,435.0
1880,70126,>65,1495.0
1881,70133,>65,491.0
1882,74007,6-11,2327.0
1883,74021,12-18,1861.0
1884,74021,19-65,9663.0
1885,74028,0-5,1946.0
1886,74035,6-11,14672.0
1887,74042,12-18,1837.0
1888,74042,19-65,8504.0
1889,78014,6-11,13790.0
1890,78021,12-18,16107.0
1891,78021,19-65,85832.0
1892,78049,>65,366.0
1893,82007,6-11,4246.0
1894,82035,12-18,2615.0
1895,82035,19-65,14994.0
1896,82063,12-18,59938.0
1897,82063,19-65,350342.0
1898,82070,0-5,8519.0
1899,82077,>65,2684.0
1900,82084,12-18,130364.0
1901,82084,19-65,829213.0
1902,82098,0-5,3076.0
1903,82112,6-11,4407.0
1904,82119,12-18,20824.0
1905,82119,19-65,116974.0
1906,86007,>65,843.0
1907,86014,12-18,2781.0
1908,86014,19-65,11322.0
1909,86028,12-18,3758.0
1910,86028,19-65,14142.0
1911,86035,6-11,18598.0
1912,86070,6-11,2373.0
1913,86077,12-18,6327.0
1914,86077,19-65,26726.0
1915,86098,6-11,2575.0
1916,86119,6-11,4781.0
1917,86126,6-11,1482.0
1918,86133,0-5,2632.0
1919,86147,12-18,8056.0
1920,86147,19-65,39058.0
1921,86189,12-18,1241.0
1922,86189,19-65,5761.0
1923,90021,12-18,10586.0
1924,90021,19-65,55863.0
1925,90028,12-18,5343.0
1926,90028,19-65,24852.0
1927,90042,>65,3398.0
1928,90063,>65,6788.0
1929,90077,6-11,6593.0
1930,90098,>65,2382.0
1931,94008,12-18,11428.0
1932,94008,19-65,63205.0
1933,02000,>65,504589.0
1934,06035,>65,49097.0
1935,06056,>65,43710.0
1936,06077,6-11,3046.0
1937,06084,12-18,2380.0
1938,06084,19-65,12105.0
1939,06098,6-11,10089.0
1940,06105,12-18,3767.0
1941,06105,19-65,21280.0
1942,06119,>65,3355.0
1943,06126,6-11,10711.0
1944,06147,>65,3053.0
1945,06196,0-5,1890.0
1946,06245,12-18,7828.0
1947,06245,19-65,37972.0
1948,06260,0-5,27670.0
1949,06270,>65,13574.0
1950,06280,12-18,4961.0
1951,06280,19-65,26397.0
1952,06301,0-5,1618.0
1953,06308,12-18,357.0
1954,06308,19-65,1797.0
1955,06336,0-5,419.0
1956,06351,12-18,1365.0
1957,06351,19-65,7399.0
1958,06357,6-11,53294.0
