,id,id_depto,jardin,primaria,secundaria
4720,060236400,06483,0,0,1
4721,060236500,06483,0,0,1
4722,060236600,06483,0,0,1
4723,060236700,06483,0,0,1
4724,060236800,06483,0,0,1
4725,060236900,06483,0,0,1
4726,060237000,06483,0,0,1
4727,060237100,06483,0,1,0
4728,060237300,06483,1,0,0
4729,060237500,06483,1,0,0
4730,060237600,06483,0,0,1
4731,060237700,06805,1,0,0
4732,060237800,06805,1,0,0
4733,060237900,06805,0,0,1
4735,060238100,06532,0,0,1
4736,060238200,06532,1,0,0
4737,060238300,06532,0,0,1
4738,060238400,06532,1,0,0
4739,060238500,06532,0,0,1
4740,060238700,06532,0,0,1
4741,060238800,06805,1,0,0
4742,060238900,06805,1,0,0
4743,060239000,06371,1,0,1
4744,060239100,06371,1,0,0
4745,060239200,06371,1,0,0
4746,060239400,06371,1,0,0
4748,060239600,06371,1,0,0
4749,060239700,06371,1,0,1
4750,060239800,06371,1,0,1
4751,060239900,06371,1,0,0
4752,060240000,06861,0,1,0
4753,060240100,06490,0,0,1
4754,060240200,06490,0,0,1
4755,060240300,06490,1,0,0
4756,060240400,06490,0,0,1
4757,060240500,06490,1,0,0
4758,060240600,06490,0,0,1
4759,060240700,06490,0,0,1
4760,060240800,06490,0,0,1
4761,060240900,06490,1,0,0
4762,060241000,06490,0,1,0
4763,060241100,06490,1,0,1
4764,060241200,06490,0,0,1
4765,060241300,06434,0,1,0
4767,060241500,06658,1,0,0
4768,060241600,06658,1,0,0
4769,060241700,06427,1,0,0
4770,060241800,06658,1,0,0
4771,060241900,06658,1,0,0
4772,060242000,06658,1,0,0
4773,060242100,06658,0,0,1
4774,060242200,06658,0,0,1
4775,060242300,06735,0,0,1
4776,060242500,06427,1,0,0
4777,060242600,06427,0,0,1
4778,060242700,06490,0,0,1
4779,060242800,06035,1,0,0
4780,060242900,06035,1,0,0
4781,060243000,06035,1,0,0
4782,060243300,06035,1,0,0
4783,060243400,06056,0,0,1
4784,060243500,06056,0,0,1
4785,060243600,06056,0,0,1
4786,060243700,06056,1,0,0
4787,060243800,06056,0,0,1
4788,060243900,06056,0,0,1
4789,060244000,06490,1,0,0
4790,060244100,06490,0,0,1
4793,060244300,06490,0,0,1
4798,060244600,06490,1,0,0
4799,060244800,06434,0,0,1
4800,060244900,06434,1,0,0
4801,060245100,06434,0,0,1
4802,060245200,06532,0,0,1
4803,060245300,06532,0,0,1
4804,060245400,06532,0,0,1
4805,060245500,06532,0,0,1
4806,060245600,06532,0,0,1
4807,060245700,06532,0,0,1
4808,060245800,06134,0,0,1
4809,060245900,06134,1,0,0
4810,060246000,06134,0,0,1
4811,060246100,06134,1,0,0
4812,060246200,06134,0,0,1
4813,060246300,06134,0,0,1
4814,060246400,06134,1,0,0
4815,060246500,06134,0,0,1
4816,060246600,06134,1,0,0
4817,060246700,06134,1,0,0
4818,060246800,06134,1,0,0
4819,060246900,06134,0,0,1
4820,060247000,06134,0,0,1
4821,060247100,06134,0,0,1
4822,060247200,06134,0,0,1
4823,060247400,06420,1,0,0
4824,060247600,06420,0,0,1
4826,060247800,06420,1,0,0
4828,060248000,06420,1,0,0
4829,060248100,06420,1,0,0
4830,060248200,06805,0,1,0
4831,060248300,06056,0,0,1
4832,060248400,06056,1,0,0
4833,060248500,06056,1,0,0
4838,060248700,06056,1,0,0
4840,060249100,06056,0,0,1
4841,060249200,06056,0,0,1
4842,060249300,06238,0,1,0
4843,060249400,06238,0,0,1
4844,060249500,06238,0,0,1
4845,060249600,06238,0,0,1
4846,060249700,06238,0,0,1
4847,060249800,06238,0,0,1
4848,060249900,06238,0,0,1
4849,060250000,06238,0,0,1
4850,060250100,06238,0,0,1
4851,060250200,06238,0,0,1
4852,060250300,06238,0,0,1
4853,060250400,06238,0,0,1
4854,060250600,06238,0,0,1
4855,060250700,06238,0,0,1
4856,060250800,06238,0,0,1
4857,060250900,06238,0,0,1
4858,060251100,06238,0,0,1
4859,060251200,06238,0,0,1
4860,060251300,06371,1,0,0
4861,060251400,06371,1,0,0
4862,060251500,06532,0,0,1
4863,060251600,06490,0,1,0
4865,060251800,06805,1,0,1
4866,060251900,06805,0,0,1
4867,060252000,06805,1,0,0
4868,060252100,06427,1,0,0
4869,060252200,06427,0,0,1
4870,060252300,06749,0,1,0
4871,060252400,06749,0,0,1
4872,060252500,06749,0,0,1
4873,060252600,06427,1,0,1
4874,060252800,06623,0,0,1
4875,060252900,06260,1,0,0
4881,060253200,06805,1,0,0
4882,060253300,06805,0,0,1
4883,060253400,06805,1,0,0
4884,060253600,06805,1,0,0
4889,060253800,06224,0,0,1
4890,060253900,06224,0,0,1
4891,060254200,06805,1,0,0
4892,060254600,06274,0,1,0
4893,060254700,06274,0,1,0
4894,060254800,06274,0,0,1
4895,060254900,06260,0,1,0
4896,060255000,06260,0,0,1
4897,060255200,06805,1,0,0
4898,060255300,06805,0,0,1
4899,060255400,06260,0,1,0
4900,060255600,06581,0,0,1
4901,060255700,06581,1,0,0
4902,060255800,06581,1,0,0
4903,060255900,06805,1,0,0
4904,060256200,06119,1,0,0
4905,060256300,06119,0,0,1
4906,060256400,06260,1,0,0
4907,060256500,06260,0,0,1
4908,060256600,06274,1,0,0
4909,060256700,06274,0,1,0
4910,060256800,06840,1,0,0
4911,060256900,06840,1,0,0
4912,060257100,06840,1,0,0
4913,060257200,06840,1,0,0
4914,060257300,06274,1,0,0
4915,060257500,06274,0,0,1
4916,060257600,06119,1,0,0
4917,060257700,06119,0,0,1
4918,060257900,06091,1,0,0
4919,060258000,06091,0,0,1
4920,060258100,06274,0,0,1
4921,060258200,06274,0,0,1
4922,060258300,06270,1,0,0
4923,060258400,06270,0,0,1
4924,060258500,06270,0,0,1
4925,060258600,06270,1,0,0
4926,060258700,06274,1,0,0
4927,060258800,06274,1,0,0
4928,060258900,06274,1,0,0
4929,060259000,06274,0,0,1
4930,060259100,06274,0,0,1
4931,060259200,06274,1,0,1
4932,060259300,06274,1,0,0
4933,060259400,06274,0,0,1
4935,060259600,06672,1,0,0
4937,060259800,06672,0,0,1
4938,060259900,06672,0,0,1
4939,060260000,06672,0,0,1
4940,060260100,06672,0,0,1
4941,060260200,06672,0,0,1
4942,060260300,06672,0,0,1
4943,060260400,06270,0,0,1
4944,060260500,06274,0,0,1
4945,060260600,06274,0,0,1
4946,060260700,06091,1,0,0
4947,060260800,06805,1,0,0
4948,060260900,06091,1,0,0
4949,060261000,06091,0,0,1
4950,060261200,06270,1,0,0
4951,060261400,06427,0,0,1
4952,060261500,06427,0,0,1
4953,060261600,06427,0,0,1
4958,060261800,06260,1,0,0
4959,060261900,06260,0,0,1
4962,060262400,06270,1,0,0
4963,060262500,06270,1,0,0
4965,060262800,06427,0,0,1
4966,060262900,06427,1,0,1
4967,060263100,06427,0,0,1
4968,060263200,06427,1,0,0
4969,060263300,06427,1,0,0
4971,060263700,06260,1,0,0
4972,060263800,06028,0,0,1
4973,060263900,06028,0,0,1
4974,060264000,06028,0,0,1
4975,060264100,06028,0,0,1
4977,060264300,06539,0,0,1
4978,060264400,06539,0,0,1
4979,060264500,06539,0,0,1
4980,060264600,06441,0,0,1
4981,060264700,06441,1,0,0
4982,060264800,06357,0,0,1
4983,060264900,06560,1,0,0
4984,060265000,06560,0,0,1
4985,060265100,06112,0,0,1
4986,060265200,06112,0,0,1
4987,060265300,06112,0,0,1
4990,060265700,06791,0,0,1
4991,060265800,06791,0,1,0
4992,060265900,06791,1,0,0
4993,060266000,06028,0,1,0
4995,060266200,06568,1,0,0
4996,060266400,06568,0,0,1
4998,060266600,06568,0,0,1
4999,060266800,06568,0,0,1
5000,060266900,06568,1,0,0
5001,060267000,06560,0,0,1
5002,060267100,06560,1,0,1
5003,060267400,06539,0,0,1
5004,060267500,06560,1,0,1
5005,060267600,06560,0,0,1
5006,060267700,06560,0,1,0
5007,060267800,06560,1,0,0
5008,060267900,06560,0,0,1
5009,060268000,06560,1,0,0
5010,060268100,06840,1,0,0
5011,060268200,06371,1,0,1
5012,060268300,06410,1,0,1
5013,060268500,06568,1,0,0
5014,060268600,06568,1,0,0
5015,060268800,06568,1,0,0
5016,060268900,06410,1,0,1
5017,060269100,06410,1,0,1
5018,060269200,06568,1,0,1
5019,060269300,06568,0,0,1
5020,060269400,06568,0,1,0
5021,060269500,06539,1,0,0
5022,060269600,06539,0,0,1
5023,060269700,06840,1,0,0
5024,060269800,06840,0,1,0
5025,060269900,06840,0,0,1
5026,060270000,06840,1,0,0
5027,060270100,06840,1,0,0
5028,060270200,06490,0,1,0
5029,060270300,06490,1,0,0
5034,060270500,06490,1,0,0
5035,060270600,06826,0,0,1
5036,060270700,06826,0,0,1
5037,060270800,06826,1,0,0
5038,060270900,06826,1,0,1
5039,060271000,06826,0,1,0
5040,060271100,06568,0,1,0
5041,060271300,06434,0,1,0
5042,060271500,06427,0,0,1
5043,060271700,06028,0,0,1
5044,060271900,06028,1,0,0
5045,060272000,06028,0,0,1
5046,060272100,06028,0,0,1
5047,060272200,06028,0,0,1
5048,060272300,06826,0,0,1
5049,060272400,06568,1,0,0
5050,060272500,06791,0,0,1
5051,060272600,06427,1,0,0
5052,060272700,06434,0,0,1
5053,060272800,06427,0,1,0
5054,060272900,06434,0,0,1
5057,060273200,06434,1,0,0
5058,060273300,06434,1,0,0
5059,060273400,06490,0,1,0
5060,060273500,06539,1,0,0
5061,060273600,06260,1,0,0
5062,060273700,06648,0,0,1
5063,060273800,06270,0,0,1
5064,060273900,06270,0,0,1
5065,060274000,06270,0,0,1
5066,060274300,06427,1,0,0
5067,060274400,06427,1,0,0
5068,060274500,06427,1,0,0
5069,060274600,06427,0,0,1
5070,060274700,06091,1,0,0
5071,060274800,06630,0,0,1
5072,060274900,06630,0,0,1
5073,060275000,06630,0,0,1
5074,060275100,06630,0,0,1
5075,060275200,06630,0,0,1
5076,060275400,06630,0,0,1
5077,060275500,06630,1,0,0
5078,060275600,06630,1,0,0
5081,060275900,06805,1,0,0
5082,060276000,06056,0,1,0
5083,060276200,06056,1,0,0
5084,060276500,06056,0,0,1
5085,060276700,06274,1,0,0
5087,060276900,06343,0,0,1
5088,060277000,06357,1,0,0
5089,060277100,06357,0,0,1
5090,060277200,06357,1,0,0
5091,060277300,06357,1,0,0
5092,060277400,06357,0,0,1
5093,060277500,06357,0,0,1
5094,060277600,06357,1,0,0
5095,060277700,06357,0,0,1
5096,060277800,06357,1,0,0
5097,060277900,06357,1,0,0
5098,060278000,06357,1,0,0
5099,060278100,06357,0,1,0
5100,060278200,06357,0,0,1
5101,060278500,06357,1,0,0
5102,060278600,06434,0,1,0
5103,060278700,06434,0,1,0
5104,060278900,06623,1,0,0
5105,060279000,06623,0,1,0
5106,060279100,06623,0,0,1
5107,060279400,06539,0,1,0
5109,060279600,06539,1,0,1
5110,060279900,06623,0,0,1
5111,060280000,06623,0,0,1
5112,060280200,06861,0,0,1
5113,060280300,06260,0,0,1
5114,060280500,06497,0,0,1
5115,060280600,06497,0,0,1
5116,060280700,06497,0,1,0
5117,060280900,06098,1,0,1
5119,060281100,06098,1,0,0
5120,060281200,06098,1,0,0
5121,060281300,06441,0,1,0
5123,060281500,06490,0,0,1
5124,060281600,06490,1,0,0
5125,060281700,06490,0,1,0
5126,060281800,06441,0,1,0
5127,060281900,06441,0,0,1
5128,060282000,06441,1,0,0
5129,060282100,06441,1,0,0
5130,060282200,06098,1,0,0
5131,060282300,06098,0,0,1
5132,060282400,06098,0,0,1
5133,060282500,06098,0,0,1
5134,060282600,06434,0,1,0
5135,060282700,06434,0,1,0
5136,060282800,06434,1,0,0
5137,060282900,06063,1,0,0
5138,060283000,06441,1,0,0
5139,060283100,06441,0,1,0
5140,060283200,06441,1,0,0
5141,060283300,06441,1,0,0
5142,060283400,06441,1,0,0
5143,060283500,06791,0,0,1
5144,060283600,06791,1,0,0
5145,060283700,06098,0,0,1
5150,060283900,06441,1,0,0
5151,060284000,06441,0,0,1
5152,060284100,06441,1,0,0
5154,060284300,06098,0,0,1
5155,060284400,06441,1,0,0
5156,060284500,06441,1,0,0
5157,060284600,06441,1,0,0
5158,060284700,06441,0,0,1
5159,060284800,06441,1,0,0
5160,060284900,06441,1,0,0
5161,060285000,06441,1,0,0
5162,060285100,06441,0,0,1
5163,060285200,06441,0,0,1
5164,060285300,06441,0,0,1
5165,060285400,06441,0,0,1
5166,060285500,06098,1,0,0
5167,060285600,06441,1,0,0
5168,060285700,06441,0,0,1
5169,060285800,06441,1,0,0
5170,060285900,06441,1,0,0
5171,060286000,06441,0,0,1
5172,060286100,06441,0,0,1
5173,060286200,06441,1,0,0
5174,060286300,06441,0,0,1
5175,060286400,06441,0,0,1
5177,060286600,06441,0,0,1
5179,060286800,06063,0,0,1
5180,060286900,06063,1,0,0
5181,060287100,06791,1,0,0
5182,060287200,06063,0,0,1
5183,060287300,06063,0,0,1
5184,060287400,06441,0,0,1
5185,060287500,06441,1,0,0
5186,060287600,06441,1,0,0
5187,060287700,06441,1,0,0
5188,060287800,06441,0,0,1
5189,060287900,06441,0,0,1
5190,060288000,06441,1,0,0
5191,060288100,06441,0,0,1
5195,060288500,06441,0,0,1
5196,060288600,06441,0,0,1
5199,060288900,06441,1,0,0
5200,060289200,06441,1,0,0
5201,060289300,06441,0,0,1
5202,060289400,06441,1,0,0
5203,060289500,06441,1,0,0
5204,060289600,06441,1,0,0
5205,060289700,06441,1,0,1
5207,060290000,06441,0,1,0
5208,060290100,06441,0,1,0
5209,060290200,06441,1,0,1
5210,060290300,06441,0,0,1
5211,060290400,06441,1,0,1
5212,060290500,06441,0,1,0
5213,060290600,06441,0,0,1
5215,060290800,06441,0,1,0
5216,060290900,06441,0,0,1
5217,060291100,06441,1,0,0
5218,060291200,06441,0,1,0
5219,060291300,06441,1,0,0
5224,060291600,06441,1,0,0
5225,060291700,06441,1,0,0
5226,060291800,06441,0,1,0
5227,060291900,06441,0,0,1
5228,060292000,06260,0,0,1
5229,060292200,06260,0,0,1
5230,060292300,06260,0,0,1
5231,060292400,06260,0,0,1
5232,060292500,06260,1,0,1
5233,060292600,06260,1,0,1
5234,060292700,06270,1,0,0
5235,060292800,06270,1,0,0
5237,060293100,06260,0,0,1
5238,060293200,06434,0,0,1
5239,060293300,06434,1,0,0
5240,060293400,06357,0,0,1
5241,060293600,06357,0,0,1
5242,060293700,06357,0,0,1
5243,060293800,06357,1,0,0
5245,060294200,06357,1,0,0
5246,060294300,06357,1,0,0
5247,060294400,06434,0,0,1
5248,060294500,06427,0,0,1
5249,060294600,06427,1,0,0
5250,060294700,06427,0,0,1
5254,060294900,06260,1,0,0
5255,060295000,06260,0,1,0
5256,060295100,06260,0,0,1
5257,060295200,06861,1,0,0
5258,060295400,06861,0,0,1
5263,060295700,06490,1,0,0
5264,060295800,06490,1,0,0
5265,060295900,06077,0,1,0
5266,060296000,06441,0,0,1
5267,060296100,06441,1,0,0
5268,060296200,06441,0,0,1
5269,060296300,06441,1,0,0
5270,060296400,06441,0,0,1
5271,060296500,06441,1,0,0
5272,060296600,06441,1,0,0
5273,060296700,06441,0,0,1
5274,060296800,06441,1,0,0
5275,060296900,06441,1,0,0
5276,060297000,06441,1,0,0
5277,060297100,06441,1,0,0
5278,060297200,06441,1,0,0
5279,060297300,06441,0,1,0
5280,060297500,06441,1,0,0
5281,060297600,06441,0,0,1
5282,060297700,06441,0,0,1
5283,060297900,06441,1,0,0
5284,060298000,06441,1,0,0
5285,060298200,06441,0,0,1
5286,060298300,06441,0,0,1
5287,060298400,06441,0,0,1
5288,060298500,06098,1,0,0
5290,060298700,06098,0,0,1
5291,060298800,06098,1,0,1
5292,060298900,06098,1,0,0
5294,060299100,06651,0,1,0
5295,060299200,06651,0,1,0
5296,060299300,06651,0,0,1
5297,060299400,06651,1,0,0
5300,060299600,06651,0,0,1
5301,060299700,06651,0,0,1
5303,060300100,06260,1,0,0
5304,060300300,06260,1,0,0
5305,060300400,06260,1,0,0
5306,060300500,06260,0,0,1
5307,060300600,06260,1,0,0
5308,060300700,06260,0,0,1
5309,060300800,06260,1,0,0
5310,060300900,06260,0,0,1
5311,060301000,06260,0,0,1
5312,060301100,06728,1,0,0
5313,060301200,06728,1,0,0
5314,060301300,06728,1,0,0
5315,060301400,06728,1,0,0
5316,060301500,06728,1,0,0
5317,060301600,06728,1,0,0
5318,060301700,06728,1,0,0
5319,060301800,06728,1,0,0
5320,060301900,06056,0,0,1
5321,060302000,06056,1,0,0
5322,060302100,06056,0,1,0
5323,060302300,06539,1,0,0
5324,060302400,06539,1,0,0
5326,060302700,06364,0,0,1
5327,060302800,06364,0,0,1
5328,060302900,06364,0,0,1
5331,060303200,06364,0,0,1
5332,060303300,06364,0,0,1
5333,060303400,06364,1,0,0
5334,060303500,06364,0,0,1
5335,060303600,06364,0,0,1
5336,060303700,06539,1,0,0
5338,060303900,06539,0,0,1
5339,060304000,06056,0,0,1
5340,060304100,06056,0,0,1
5341,060304200,06056,1,0,0
5343,060304400,06441,0,0,1
5345,060304600,06441,0,0,1
5346,060304800,06357,0,0,1
5348,060305300,06357,0,0,1
5350,060305500,06441,1,0,0
5351,060305600,06441,0,0,1
5352,060305700,06441,0,1,0
5353,060305800,06441,0,0,1
5354,060306100,06441,1,0,0
5355,060306200,06441,0,1,0
5356,060306300,06441,1,0,0
5357,060306500,06441,1,0,0
5358,060306600,06441,0,0,1
5359,060306700,06441,0,0,1
5360,060306800,06441,0,0,1
5361,060306900,06441,0,0,1
5362,060307000,06441,1,0,0
5364,060307300,06441,0,1,0
5365,060307500,06322,1,0,0
5366,060307600,06322,1,0,0
5367,060307700,06322,1,0,0
5368,060307800,06322,1,0,0
5369,060307900,06322,1,0,0
5370,060308000,06357,0,0,1
5373,060308300,06357,1,0,0
5374,060308400,06357,1,0,0
5375,060308800,06357,1,0,0
5376,060308900,06441,1,0,0
5377,060309000,06357,0,0,1
5379,060309200,06357,1,0,0
5380,060309300,06357,1,0,0
5381,060309700,06770,0,0,1
5382,060309800,06770,0,0,1
5383,060309900,06770,1,0,0
5384,060310000,06357,1,0,0
5385,060310300,06770,0,0,1
5388,060310600,06357,0,1,0
5389,060310601,06357,0,1,0
5392,060311000,06357,1,0,1
5393,060311200,06357,0,0,1
5395,060311400,06805,0,0,1
5396,060311500,06805,1,0,1
5397,060311600,06805,0,1,0
5398,060311800,06805,0,0,1
5399,060311900,06805,0,1,0
5400,060312000,06760,1,0,1
5401,060312100,06760,1,0,1
5402,060312200,06760,0,0,1
5403,060312300,06760,1,0,1
5404,060312400,06760,0,0,1
5405,060312600,06539,0,0,1
5406,060312700,06539,1,0,0
5407,060312800,06539,0,1,0
5408,060312900,06539,1,0,1
5409,060313100,06539,0,0,1
5410,060313200,06357,1,0,0
5411,060313300,06357,0,0,1
5412,060313400,06357,1,0,1
5413,060313500,06357,1,0,0
5414,060313600,06357,1,0,1
5415,060313700,06357,1,0,0
5416,060313800,06357,1,0,0
5417,060314000,06357,1,0,0
5418,060314100,06357,1,0,0
5419,060314300,06770,1,0,0
5420,060314400,06770,0,0,1
5421,060314900,06441,0,0,1
5422,060315000,06441,0,0,1
5423,060315100,06441,1,0,0
5424,060315200,06441,0,0,1
5425,060315300,06224,1,0,0
5426,060315400,06224,1,0,0
5427,060315500,06224,0,0,1
5433,060315800,06602,0,0,1
5434,060315900,06602,0,0,1
5435,060316000,06602,0,1,0
5436,060316100,06602,0,0,1
5437,060316200,06602,0,0,1
5443,060316800,06357,0,1,0
5444,060317000,06357,0,1,0
5445,060317100,06441,1,0,0
5450,060317300,06441,1,0,0
5451,060317400,06441,0,0,1
5452,060317500,06441,1,0,0
5453,060317600,06441,0,0,1
5455,060317800,06441,1,0,0
5457,060318100,06357,1,0,0
5458,060318200,06357,0,0,1
5459,060318300,06357,1,0,0
5460,060318400,06357,1,0,0
5461,060318600,06357,1,0,0
5462,060318800,06357,1,0,0
5463,060319100,06357,1,0,0
5464,060319200,06357,1,0,0
5465,060319300,06357,1,0,0
5469,060319700,06791,1,0,0
5470,060319800,06791,0,1,0
5471,060319900,06280,1,0,0
5472,060320000,06280,1,0,0
5473,060320100,06280,1,0,0
5475,060320300,06280,0,0,1
5476,060320400,06280,0,0,1
5477,060320600,06280,1,0,0
5478,060320700,06280,0,1,0
5479,060320800,06280,1,0,0
5483,060321100,06408,1,0,1
5484,060321200,06408,1,0,1
5486,060321400,06525,0,0,1
5487,060321500,06427,1,0,0
5488,060321600,06203,1,0,1
5489,060321700,06203,1,0,0
5490,060321800,06203,0,0,1
5491,060321900,06098,0,1,0
5492,060322000,06441,1,0,0
5493,060322100,06441,1,0,0
5494,060322200,06441,0,0,1
5495,060322400,06854,0,0,1
5496,060322500,06412,1,0,1
5498,060322700,06515,0,0,1
5499,060322800,06760,1,0,0
5500,060322900,06490,0,0,1
5501,060323000,06515,1,0,1
5502,060323500,06515,1,0,0
5503,060323600,06658,0,0,1
5504,060323700,06658,1,0,1
5505,060323800,06658,1,0,1
5506,060324000,06658,0,0,1
5507,060324100,06490,0,0,1
5508,060324200,06490,1,0,0
5509,060324300,06490,0,0,1
5510,060324400,06490,0,0,1
5511,060324500,06490,0,1,0
5512,060324600,06760,0,0,1
5513,060324700,06539,1,0,0
5514,060324800,06539,0,0,1
5515,060325000,06805,0,0,1
5516,060325200,06658,1,0,0
5517,060325300,06658,0,0,1
5518,060325400,06658,0,0,1
5519,060325500,06658,0,0,1
5520,060325600,06658,1,0,0
5521,060325700,06539,1,0,0
5522,060325800,06539,1,0,0
5523,060325900,06532,1,0,0
5525,060326100,06466,0,0,1
5526,060326200,06466,1,0,0
5527,060326300,06466,1,0,0
5528,060326400,06466,0,1,0
5529,060326600,06466,0,1,0
5530,060326601,06466,0,1,0
5531,060326700,06466,0,0,1
5533,060326900,06466,0,0,1
5534,060327000,06466,0,0,1
5535,060327100,06466,0,0,1
5536,060327300,06466,0,0,1
5537,060327400,06466,0,0,1
5538,060327600,06466,0,0,1
5539,060327700,06560,0,0,1
5544,060327900,06560,0,0,1
5545,060328000,06560,0,1,0
5546,060328100,06560,1,0,0
5547,060328300,06560,0,1,0
5548,060328400,06515,0,0,1
5549,060328500,06322,0,0,1
5550,060328600,06322,0,0,1
5551,060328700,06322,0,0,1
5552,060328900,06322,0,0,1
5553,060329000,06287,1,0,1
5554,060329200,06287,0,0,1
5555,060329300,06287,0,0,1
5556,060329400,06287,0,0,1
5557,060329500,06287,0,0,1
5558,060329600,06287,0,0,1
5559,060329700,06287,0,0,1
5560,060329800,06287,0,0,1
5561,060329900,06287,0,0,1
5562,060330000,06287,0,0,1
5563,060330200,06287,0,0,1
5564,060330300,06287,0,0,1
5565,060330400,06287,0,0,1
5566,060330500,06287,0,0,1
5567,060330600,06287,0,0,1
5568,060330700,06287,0,0,1
5569,060330800,06287,0,0,1
5570,060330900,06287,0,0,1
5571,060331000,06287,0,0,1
5572,060331100,06287,0,0,1
5573,060331200,06287,0,0,1
5574,060331300,06287,0,0,1
5575,060331400,06287,0,0,1
5576,060331500,06287,0,0,1
5577,060331800,06287,1,0,0
5578,060331900,06287,1,0,0
5579,060332000,06700,0,1,0
5580,060332100,06700,0,1,0
5581,060332200,06700,0,0,1
5582,060332300,06700,1,0,0
5583,060332400,06700,0,0,1
5584,060332500,06595,0,0,1
5585,060332600,06595,0,1,0
5586,060332700,06371,0,0,1
5587,060332800,06778,1,0,0
5588,060332900,06778,1,0,0
5589,060333000,06371,1,0,0
5590,060333100,06371,0,1,0
5591,060333200,06371,0,0,1
5596,060333800,06413,0,0,1
5597,060333900,06413,0,0,1
5598,060334100,06413,0,0,1
5599,060334200,06413,0,0,1
5600,060334300,06413,0,0,1
5601,060334400,06413,0,0,1
5602,060334600,06413,0,0,1
5603,060334700,06560,0,0,1
5604,060334800,06560,0,0,1
5605,060335000,06560,1,0,0
5606,060335100,06560,1,0,0
5607,060335200,06560,0,1,0
5608,060335300,06560,0,0,1
5609,060335400,06560,1,0,0
5612,060335800,06595,0,1,0
5613,060335900,06595,0,0,1
5616,060336200,06595,0,0,1
5617,060336300,06595,1,0,0
5618,060336400,06595,1,0,0
5619,060336500,06595,1,0,0
5621,060336900,06595,1,0,0
5622,060337000,06595,1,0,0
5623,060337100,06595,0,0,1
5624,060337200,06595,0,0,1
5625,060337300,06595,0,1,0
5626,060337400,06833,0,0,1
5627,060337500,06413,0,0,1
5628,060337600,06413,0,0,1
5629,060337700,06413,1,0,0
5630,060337800,06413,1,0,0
5631,060338000,06413,0,0,1
5632,060338200,06413,0,0,1
5633,060338300,06413,1,0,0
5634,060338400,06413,0,0,1
5635,060338500,06413,0,0,1
5636,060338600,06413,1,0,0
5637,060338700,06413,0,0,1
5638,060338800,06413,0,0,1
5639,060338900,06413,1,0,0
5640,060339000,06413,1,0,0
5641,060339100,06413,1,0,0
5642,060339200,06385,0,1,0
5643,060339201,06385,0,1,0
5644,060339300,06385,0,1,0
5645,060339400,06385,1,0,0
5646,060339500,06385,0,0,1
5647,060339600,06385,0,0,1
5648,060339700,06385,0,0,1
5649,060340000,06042,0,0,1
5650,060340100,06042,0,0,1
5651,060340200,06196,0,0,1
5652,060340400,06707,1,0,0
5653,060340500,06707,0,0,1
5655,060340800,06707,1,0,0
5656,060340900,06707,0,0,1
5657,060341200,06595,1,0,1
5658,060341300,06595,1,0,0
5660,060341500,06595,1,0,0
5661,060342000,06707,1,0,0
5662,060342100,06707,1,0,0
5663,060342200,06707,1,0,0
5664,060342300,06707,0,1,0
5665,060342400,06322,0,0,1
5667,060342600,06560,0,0,1
5669,060342900,06455,0,1,0
5670,060343000,06210,0,1,0
5671,060343100,06210,1,0,0
5672,060343200,06210,1,0,0
5674,060343400,06210,0,0,1
5675,060343500,06210,0,0,1
5676,060343600,06595,1,0,0
5679,060343800,06595,1,0,0
5680,060343900,06595,0,0,1
5681,060344000,06595,1,0,0
5682,060344100,06595,1,0,0
5683,060344200,06595,0,0,1
5684,060344300,06707,0,1,0
5685,060344400,06525,0,0,1
5686,060344500,06861,0,0,1
5687,060344700,06224,0,0,1
5688,060344800,06049,1,0,0
5689,060344900,06648,0,1,0
5691,060345200,06861,1,0,0
5693,060345400,06329,0,1,0
5694,060345500,06532,0,1,0
5695,060345600,06532,0,1,0
5696,060345700,06245,0,0,1
5697,060345800,06280,0,1,0
5698,060345801,06280,0,1,0
5699,060345900,06861,1,0,0
5700,060346000,06315,0,0,1
5701,060346200,06224,0,0,1
5702,060346300,06532,0,0,1
5703,060346400,06042,0,0,1
5704,060346500,06042,1,0,0
5705,060346600,06042,1,0,0
5706,060346700,06560,1,0,0
5707,060346800,06560,0,0,1
5708,060346900,06560,0,0,1
5709,060347000,06560,0,0,1
5710,060347100,06560,0,0,1
5711,060347200,06560,0,0,1
5712,060347300,06560,0,0,1
5713,060347500,06560,1,0,0
5714,060347600,06560,0,0,1
5715,060347700,06560,1,0,0
5716,060347900,06469,1,0,1
5717,060348000,06469,0,0,1
5718,060348100,06560,1,0,0
5719,060348300,06042,0,0,1
5720,060348400,06568,0,0,1
5721,060348500,06568,0,0,1
5722,060348600,06568,1,0,0
5723,060348700,06568,0,0,1
5724,060348900,06021,1,0,0
5725,060349000,06021,1,0,0
5726,060349100,06021,1,0,0
5727,060349200,06021,1,0,0
5728,060349300,06021,1,0,0
5729,060349400,06469,1,0,0
5730,060349500,06469,0,0,1
5731,060349600,06042,0,0,1
5732,060349700,06042,0,0,1
5733,060349800,06042,0,0,1
5734,060350000,06042,1,0,0
5735,060350100,06042,1,0,0
5736,060350200,06042,1,0,0
5739,060350400,06210,0,1,0
5740,060350500,06210,1,0,0
5741,060350600,06210,0,0,1
5742,060350700,06210,0,0,1
5743,060350800,06568,0,0,1
5744,060351000,06568,1,0,0
5745,060351200,06210,1,0,0
