OBJECTID;Entidad;Objeto;FNA;GNA;NAM;SAG;FDC;IN1;SHAPE_STAr;SHAPE_STLe
4495;0;Departamento;Departamento Telsen;Departamento;Telsen;IGN;;26105;2,12694903060;6,60052508498
4496;0;Departamento;Departamento Pilcaniyeu;Departamento;Pilcaniyeu;IDE Rio Negro;;62070;1,17360267383;6,39637569048
4497;0;Departamento;Partido de Adolfo Alsina;Partido;Adolfo Alsina;ARBA - Gerencia de Servicios Catastrales;;06007;0,59692714241;3,88358182118
4498;0;Departamento;Partido de Pellegrini;Partido;Pellegrini;ARBA - Gerencia de Servicios Catastrales;;06616;0,18263266650;2,15371125008
4499;0;Departamento;Partido de Puán;Partido;Puán;ARBA - Gerencia de Servicios Catastrales;;06651;0,65474009928;4,12690518838
4500;0;Departamento;Partido de Villarino;Partido;Villarino;ARBA - Gerencia de Servicios Catastrales;;06875;1,05456614824;8,41777479935
4501;0;Departamento;Departamento Presidente Roque Sáenz Peña;Departamento;Presidente Roque Sáenz Peña;IDE Cordoba;Catastro;14084;0,80585993446;4,42740847431
4502;0;Departamento;Partido de General Villegas;Partido;General Villegas;ARBA - Gerencia de Servicios Catastrales;;06392;0,71208768737;4,40644144707
4503;0;Departamento;Departamento General Roca;Departamento;General Roca;IDE Cordoba;Catastro;14035;1,24180547274;5,79912679340
4504;0;Departamento;Departamento General Alvear;Departamento;General Alvear;IDE Mendoza;;50014;1,45820016885;5,83146650550
4505;0;Departamento;Departamento La Caldera;Departamento;La Caldera;IDE Salta;;66077;0,09731090793;1,78891746405
4506;0;Departamento;Departamento San Rafael;Departamento;San Rafael;IDE Mendoza;;50105;3,09667160525;12,04818046660
4507;0;Departamento;Departamento Anta;Departamento;Anta;IDE Salta;;66007;2,00998299237;8,47797584399
4508;0;Departamento;Departamento Picún Leufú;Departamento;Picún Leufú;Direc. Pcial. de Catastro e Inf. Territorial;;58098;0,48052746568;3,14198184816
4509;0;Departamento;Departamento Zapala;Departamento;Zapala;Direc. Pcial. de Catastro e Inf. Territorial;;58112;0,54209708761;3,97458817399
4510;0;Departamento;Departamento Aluminé;Departamento;Aluminé;Direc. Pcial. de Catastro e Inf. Territorial;;58007;0,49372217244;3,86976359643
4511;0;Departamento;Departamento Sarmiento;Departamento;Sarmiento;IGN;;26091;1,67017118886;5,17220032230
4512;0;Departamento;Comuna 1;Comuna;Comuna 1;Direc. de Catastro;;02007;0,00175871264;0,27867241680
4513;0;Departamento;Comuna 4;Comuna;Comuna 4;Direc. de Catastro;;02028;0,00223080093;0,29769227359
4514;0;Departamento;Comuna 5;Comuna;Comuna 5;Direc. de Catastro;;02035;0,00065463273;0,11771690202
4515;0;Departamento;Comuna 7;Comuna;Comuna 7;Direc. de Catastro;;02049;0,00122126783;0,17929037342
4516;0;Departamento;Comuna 10;Comuna;Comuna 10;Direc. de Catastro;;02070;0,00124322765;0,18318144371
4517;0;Departamento;Comuna 11;Comuna;Comuna 11;Direc. de Catastro;;02077;0,00138798573;0,20078783007
4518;0;Departamento;Comuna 12;Comuna;Comuna 12;Direc. de Catastro;;02084;0,00153500007;0,17112378478
4519;0;Departamento;Departamento Fray Mamerto Esquiú;Departamento;Fray Mamerto Esquiú;IDE Catamarca;;10063;0,01710145366;0,75778413472
4520;0;Departamento;Departamento San Martín;Departamento;San Martín;Catastro Provinciales;;86175;0,16476603118;2,15231767034
4521;0;Departamento;Departamento Yavi;Departamento;Yavi;Direc. Grl. de Inmuebles;;38112;0,26341850394;2,54042476612
4522;0;Departamento;Departamento Santa Catalina;Departamento;Santa Catalina;Direc. Grl. de Inmuebles;;38077;0,25699095937;3,31104669479
4523;0;Departamento;Departamento San Pedro;Departamento;San Pedro;Direc. Grl. de Inmuebles;;38063;0,18211701036;2,66315306110
4524;0;Departamento;Departamento Valle Grande;Departamento;Valle Grande;Direc. Grl. de Inmuebles;;38105;0,10713044439;1,63304899531
4525;0;Departamento;Departamento Patiño;Departamento;Patiño;IGN;;34035;2,34174889808;8,66854229825
4526;0;Departamento;Departamento Bermejo;Departamento;Bermejo;IGN;;34007;1,23151522001;6,44355147387
4527;0;Departamento;Departamento Susques;Departamento;Susques;Direc. Grl. de Inmuebles;;38084;0,90194473325;4,16374741204
4528;0;Departamento;Departamento Iruya;Departamento;Iruya;IDE Salta;;66070;0,31061503008;3,51676658963
4529;0;Departamento;Departamento Matacos;Departamento;Matacos;IGN;;34028;0,35971262173;2,97784887951
4530;0;Departamento;Departamento Los Andes;Departamento;Los Andes;IDE Salta;;66105;2,23933276539;8,64179398582
4532;0;Departamento;Departamento Tilcara;Departamento;Tilcara;Direc. Grl. de Inmuebles;;38094;0,18751261353;2,34749057473
4533;0;Departamento;Departamento Palpalá;Departamento;Palpalá;Direc. Grl. de Inmuebles;;38042;0,04334159772;1,33287317298
4534;0;Departamento;Departamento Loventué;Departamento;Loventué;Direc. Grl. de Catastro;;42098;0,91787574841;3,89070158370
4535;0;Departamento;Departamento Hucal;Departamento;Hucal;Direc. Grl. de Catastro;;42077;0,61662106385;3,36184111983
4536;0;Departamento;Departamento Caleu Caleu;Departamento;Caleu Caleu;Direc. Grl. de Catastro;;42014;0,94299452062;4,62630041112
4537;0;Departamento;Departamento Lihuel Calel;Departamento;Lihuel Calel;Direc. Grl. de Catastro;;42084;1,28442921475;4,87073760879
4538;0;Departamento;Departamento Curacó;Departamento;Curacó;Direc. Grl. de Catastro;;42042;1,38946566997;5,45822891485
4539;0;Departamento;Departamento Limay Mahuida;Departamento;Limay Mahuida;Direc. Grl. de Catastro;;42091;1,01678303714;4,05872682464
4540;0;Departamento;Departamento Puelén;Departamento;Puelén;Direc. Grl. de Catastro;;42112;1,33335308075;5,84356454272
4541;0;Departamento;Departamento Chalileo;Departamento;Chalileo;Direc. Grl. de Catastro;;42049;0,88438629000;3,81821604912
4542;0;Departamento;Departamento Chical Co;Departamento;Chical Co;Direc. Grl. de Catastro;;42063;0,90419585942;3,93306018386
4543;0;Departamento;Departamento Quebrachos;Departamento;Quebrachos;Catastro Provinciales;;86140;0,36751044446;4,45501630061
4544;0;Departamento;Departamento Monte Caseros;Departamento;Monte Caseros;IGN;-2;18112;0,25347105194;3,45460721909
4545;0;Departamento;Departamento Esquina;Departamento;Esquina;IGN;-2;18049;0,36749763799;3,95454826720
4546;0;Departamento;Departamento Montecarlo;Departamento;Montecarlo;Ministerio de Ecología;;54084;0,15989682715;2,37516878077
4547;0;Departamento;Departamento Eldorado;Departamento;Eldorado;Ministerio de Ecología;;54042;0,15581148993;2,74489236266
4548;0;Departamento;Departamento San Pedro;Departamento;San Pedro;Ministerio de Ecología;;54112;0,36985178674;5,06050859886
4549;0;Departamento;Departamento Antártida Argentina;Departamento;Antártida Argentina;SCAR;;94028;561,20809419600;615,77454276800
4550;0;Departamento;Departamento Tapenagá;Departamento;Tapenagá;IDE Chaco;;22161;0,54629886244;3,04745998926
4551;0;Departamento;Departamento Quitilipi;Departamento;Quitilipi;IDE Chaco;;22133;0,14139931428;2,11072821996
4552;0;Departamento;Departamento Presidencia de la Plaza;Departamento;Presidencia de la Plaza;IDE Chaco;;22119;0,20431469344;1,99159899985
4553;0;Departamento;Partido de Pergamino;Partido;Pergamino;ARBA - Gerencia de Servicios Catastrales;;06623;0,29269514343;2,75162178250
4554;0;Departamento;Departamento Sargento Cabral;Departamento;Sargento Cabral;IDE Chaco;;22154;0,14988516030;2,38688193218
4555;0;Departamento;Departamento Independencia;Departamento;Independencia;IDE Chaco;;22070;0,17451915465;2,08272864317
4556;0;Departamento;Departamento Mayor Luis Jorge Fontana;Departamento;Mayor Luis Jorge Fontana;IDE Chaco;;22098;0,33885575383;2,91650880064
4557;0;Departamento;Departamento Fray Justo Santa María de Oro;Departamento;Fray Justo Santa María de Oro;IDE Chaco;;22043;0,20443206910;2,49720254600
4558;0;Departamento;Departamento General Belgrano;Departamento;General Belgrano;IGN;;46063;0,26471892487;2,31365923190
4559;0;Departamento;Departamento Las Colonias;Departamento;Las Colonias;Servicio de Catastro e Información Territorial;;82070;0,59704879995;5,73684575084
4560;0;Departamento;Departamento San Justo;Departamento;San Justo;Servicio de Catastro e Información Territorial;;82112;0,52749444731;6,56037905189
4561;0;Departamento;Departamento San Cristóbal;Departamento;San Cristóbal;Servicio de Catastro e Información Territorial;;82091;1,37409882838;7,48086491343
4562;0;Departamento;Departamento San Javier;Departamento;San Javier;Servicio de Catastro e Información Territorial;;82098;0,62448821376;5,92029679966
4563;0;Departamento;Departamento General Obligado;Departamento;General Obligado;Servicio de Catastro e Información Territorial;;82049;1,02311811040;6,29822001339
4564;0;Departamento;Departamento Vera;Departamento;Vera;Servicio de Catastro e Información Territorial;;82133;1,91940721468;8,84841263534
4565;0;Departamento;Departamento 9 de Julio;Departamento;9 de Julio;Servicio de Catastro e Información Territorial;;82077;1,60010338785;6,07433808236
4566;0;Departamento;Departamento Chapaleufú;Departamento;Chapaleufú;Direc. Grl. de Catastro;;42056;0,24998723238;2,00959581976
4567;0;Departamento;Departamento Realicó;Departamento;Realicó;Direc. Grl. de Catastro;;42133;0,24693751147;1,99711770901
4568;0;Departamento;Departamento Maracó;Departamento;Maracó;Direc. Grl. de Catastro;;42105;0,24957817447;2,00901780648
4569;0;Departamento;Departamento Trenel;Departamento;Trenel;Direc. Grl. de Catastro;;42147;0,19939036612;1,82635968396
4570;0;Departamento;Departamento Copo;Departamento;Copo;Catastro Provinciales;;86056;1,17647318191;6,03245796348
4571;0;Departamento;Departamento Río Hondo;Departamento;Río Hondo;Catastro Provinciales;;86147;0,18691719795;2,29918420268
4572;0;Departamento;Departamento Vinchina;Departamento;Vinchina;IGN;;46098;1,04910978233;5,50709102799
4573;0;Departamento;Departamento Capital;Departamento;Capital;IGN;;46014;1,24887825999;5,14533816945
4574;0;Departamento;Departamento Río Seco;Departamento;Río Seco;IDE Cordoba;Catastro;14112;0,63837964046;5,35954837874
4575;0;Departamento;Departamento Avellaneda;Departamento;Avellaneda;IDE Rio Negro;;62014;2,07535136201;8,24746996700
4576;0;Departamento;Departamento General Roca;Departamento;General Roca;IDE Rio Negro;;62042;1,51035416703;6,73637423560
4577;0;Departamento;Departamento Belgrano;Departamento;Belgrano;Direc. de Geodesia y Catastro;;74014;0,77985717606;4,49765259308
4578;0;Departamento;Departamento Los Lagos;Departamento;Los Lagos;Direc. Pcial. de Catastro e Inf. Territorial;;58070;0,44940053467;3,87516152604
4579;0;Departamento;Departamento Lácar;Departamento;Lácar;Direc. Pcial. de Catastro e Inf. Territorial;;58056;0,52677355399;4,13605742500
4580;0;Departamento;Departamento Belén;Departamento;Belén;IDE Catamarca;;10035;1,15095566657;7,36024327786
4581;0;Departamento;Departamento Confluencia;Departamento;Confluencia;Direc. Pcial. de Catastro e Inf. Territorial;;58035;0,74721578732;4,43510092828
4582;0;Departamento;Departamento Picunches;Departamento;Picunches;Direc. Pcial. de Catastro e Inf. Territorial;;58105;0,62481709206;4,97305651737
4583;0;Departamento;Departamento Añelo;Departamento;Añelo;Direc. Pcial. de Catastro e Inf. Territorial;;58014;1,23898757803;6,02696753280
4584;0;Departamento;Departamento Loncopué;Departamento;Loncopué;Direc. Pcial. de Catastro e Inf. Territorial;;58063;0,56518741340;4,68160782659
4585;0;Departamento;Departamento Ñorquín;Departamento;Ñorquín;Direc. Pcial. de Catastro e Inf. Territorial;;58084;0,56704423021;4,07414747462
4586;0;Departamento;Departamento Capital;Departamento;Capital;IDE Catamarca;;10049;0,03670767979;0,97626352445
4587;0;Departamento;Departamento Ancasti;Departamento;Ancasti;IDE Catamarca;;10014;0,18184205227;3,13888542064
4588;0;Departamento;Departamento Pehuenches;Departamento;Pehuenches;Direc. Pcial. de Catastro e Inf. Territorial;;58091;0,84755201404;5,76237525887
4589;0;Departamento;Departamento Minas;Departamento;Minas;Direc. Pcial. de Catastro e Inf. Territorial;;58077;0,61162102700;4,87909060680
4590;0;Departamento;Departamento Chos Malal;Departamento;Chos Malal;Direc. Pcial. de Catastro e Inf. Territorial;;58042;0,46274416859;3,74298056138
4591;0;Departamento;Departamento Cushamen;Departamento;Cushamen;IGN;;26014;1,78090994031;7,66091412520
4592;0;Departamento;Departamento Lago Buenos Aires;Departamento;Lago Buenos Aires;IGN;;78035;3,36465149037;9,25157855857
4593;0;Departamento;Comuna 2;Comuna;Comuna 2;Direc. de Catastro;;02014;0,00062124157;0,19323634204
4594;0;Departamento;Comuna 8;Comuna;Comuna 8;Direc. de Catastro;;02056;0,00220070435;0,20923950166
4595;0;Departamento;Departamento Pomán;Departamento;Pomán;IDE Catamarca;;10084;0,46077869213;4,06473489489
4596;0;Departamento;Departamento Sobremonte;Departamento;Sobremonte;IDE Cordoba;Catastro;14154;0,30542860980;2,59131316036
4597;0;Departamento;Departamento Ushuaia;Departamento;Ushuaia;Gerencia de Catastro Pcial.;;94014;1,07305311913;17,12594644690
4598;0;Departamento;Departamento Río Grande;Departamento;Río Grande;Gerencia de Catastro Pcial.;;94007;0,89445863904;6,98178408386
4599;0;Departamento;Comuna 13;Comuna;Comuna 13;Direc. de Catastro;;02091;0,00147210384;0,22320492870
4600;0;Departamento;Departamento Güer Aike;Departamento;Güer Aike;IGN;;78021;4,34749417629;13,97853094110
4601;0;Departamento;Departamento Banda;Departamento;Banda;Catastro Provinciales;;86035;0,31591721443;3,24732152739
4602;0;Departamento;Departamento Paso de Indios;Departamento;Paso de Indios;IGN;;26070;2,49488585851;6,79461955466
4603;0;Departamento;Departamento Mártires;Departamento;Mártires;IGN;;26063;1,74933868707;6,01580246798
4604;0;Departamento;Departamento Sarmiento;Departamento;Sarmiento;Catastro Provinciales;;86182;0,15464117819;2,39974495064
4605;0;Departamento;Departamento Deseado;Departamento;Deseado;IGN;;78014;7,51282940211;15,65215442740
4606;0;Departamento;Departamento Languiñeo;Departamento;Languiñeo;IGN;;26056;1,64109572694;7,40964357660
4607;0;Departamento;Departamento Belgrano;Departamento;Belgrano;Catastro Provinciales;;86042;0,30981435418;3,51994136993
4608;0;Departamento;Departamento Aguirre;Departamento;Aguirre;Catastro Provinciales;;86007;0,38086038058;4,86256460900
4609;0;Departamento;Departamento Maipú;Departamento;Maipú;IDE Chaco;;22091;0,26352264864;2,25265631799
4610;0;Departamento;Departamento Guasayán;Departamento;Guasayán;Catastro Provinciales;;86084;0,24430721235;2,49203755360
4611;0;Departamento;Departamento Capital;Departamento;Capital;IDE Cordoba;Catastro;14014;0,05463375710;0,93771322258
4612;0;Departamento;Departamento Antofagasta de la Sierra;Departamento;Antofagasta de la Sierra;IDE Catamarca;;10028;2,53313505633;7,96683777682
4613;0;Departamento;Departamento San Carlos;Departamento;San Carlos;IDE Mendoza;;50091;1,12936003969;6,12973161294
4614;0;Departamento;Departamento Tunuyán;Departamento;Tunuyán;IDE Mendoza;;50119;0,32857355937;2,67906596324
4615;0;Departamento;Departamento Cuyo;Departamento;Cuyo;IDE Mendoza;;50063;0,46533900944;4,89845184422
4616;0;Departamento;Departamento Futaleufú;Departamento;Futaleufú;IGN;;26035;1,01162716042;6,01374828745
4617;0;Departamento;Departamento Río Chico;Departamento;Río Chico;IGN;;78049;4,11648681364;9,49189198944
4618;0;Departamento;Departamento Lago Argentino;Departamento;Lago Argentino;IGN;;78028;4,82369348446;11,38944118470
4619;0;Departamento;Departamento El Cuy;Departamento;El Cuy;IDE Rio Negro;;62035;2,26020716404;8,65457913390
4620;0;Departamento;Departamento Las Heras;Departamento;Las Heras;IDE Mendoza;;50049;0,85501288062;5,80474955472
4621;0;Departamento;Departamento Lavalle;Departamento;Lavalle;IDE Mendoza;;50056;0,97030451855;5,62107142058
4622;0;Departamento;Departamento Malargüe;Departamento;Malargüe;IDE Mendoza;;50077;4,06395189719;10,51632065890
4623;0;Departamento;Departamento Pichi Mahuida;Departamento;Pichi Mahuida;IDE Rio Negro;;62063;1,63886883252;6,03001517188
4624;0;Departamento;Departamento Adolfo Alsina;Departamento;Adolfo Alsina;IDE Rio Negro;;62007;0,95508527610;4,87029393182
4625;0;Departamento;Departamento Río Senguer;Departamento;Río Senguer;IGN;;26084;2,62591933515;9,33188003647
4626;0;Departamento;Departamento Bariloche;Departamento;Bariloche;IDE Rio Negro;;62021;0,58474447509;4,23465493942
4627;0;Departamento;Departamento Huiliches;Departamento;Huiliches;Direc. Pcial. de Catastro e Inf. Territorial;;58049;0,42345539005;3,96192136391
4628;0;Departamento;Departamento Catán Lil;Departamento;Catán Lil;Direc. Pcial. de Catastro e Inf. Territorial;;58021;0,57604567207;4,48719511767
4629;0;Departamento;Departamento Almirante Brown;Departamento;Almirante Brown;IDE Chaco;;22007;1,59294546505;8,40515346793
4630;0;Departamento;Departamento Rosario de la Frontera;Departamento;Rosario de la Frontera;IDE Salta;;66140;0,48890671226;3,89019917663
4631;0;Departamento;Departamento Collón Curá;Departamento;Collón Curá;Direc. Pcial. de Catastro e Inf. Territorial;;58028;0,60871412049;4,34087848238
4632;0;Departamento;Comuna 3;Comuna;Comuna 3;Direc. de Catastro;;02021;0,00062762353;0,10165654487
4633;0;Departamento;Departamento Robles;Departamento;Robles;Catastro Provinciales;;86161;0,12416967985;1,79466162586
4634;0;Departamento;Departamento Capital;Departamento;Capital;Catastro Provinciales;;86049;0,19470907262;2,43893026818
4635;0;Departamento;Comuna 14;Comuna;Comuna 14;Direc. de Catastro;;02098;0,00155721847;0,20208972864
4636;0;Departamento;Departamento Loreto;Departamento;Loreto;Catastro Provinciales;;86105;0,28762191537;3,28716871028
4637;0;Departamento;Departamento Colón;Departamento;Colón;ATER - Direc. de Catastro;;30008;0,26352445243;3,50342675328
4638;0;Departamento;Departamento Villaguay;Departamento;Villaguay;ATER - Direc. de Catastro;;30113;0,62547405232;5,02119600053
4639;0;Departamento;Partido de Castelli;Partido;Castelli;ARBA - Gerencia de Servicios Catastrales;;06168;0,21130612684;3,14580987012
4640;0;Departamento;Departamento San Salvador;Departamento;San Salvador;ATER - Direc. de Catastro;;30088;0,12644281898;2,71510473560
4641;0;Departamento;Partido de Almirante Brown;Partido;Almirante Brown;ARBA - Gerencia de Servicios Catastrales;;06028;0,01273918891;0,52491464512
4642;0;Departamento;Departamento Nogoyá;Departamento;Nogoyá;ATER - Direc. de Catastro;;30077;0,41886778559;3,89240497087
4643;0;Departamento;Departamento Tala;Departamento;Tala;ATER - Direc. de Catastro;;30091;0,25312571749;3,42792579896
4644;0;Departamento;Departamento Gualeguay;Departamento;Gualeguay;ATER - Direc. de Catastro;;30049;0,63863117303;7,36905217808
4645;0;Departamento;Departamento Federación;Departamento;Federación;ATER - Direc. de Catastro;;30028;0,35525142469;3,72083564905
4646;0;Departamento;Departamento La Paz;Departamento;La Paz;ATER - Direc. de Catastro;;30070;0,62657201048;5,36374244380
4647;0;Departamento;Departamento Feliciano;Departamento;Feliciano;ATER - Direc. de Catastro;;30042;0,29781889370;3,88135086377
4648;0;Departamento;Partido de Presidente Perón;Partido;Presidente Perón;ARBA - Gerencia de Servicios Catastrales;;06648;0,01203461315;0,65333311153
4649;0;Departamento;Partido de Brandsen;Partido;Brandsen;ARBA - Gerencia de Servicios Catastrales;;06119;0,11031627430;1,82115913495
4650;0;Departamento;Partido de Carlos Casares;Partido;Carlos Casares;ARBA - Gerencia de Servicios Catastrales;;06147;0,25227810341;2,43583348948
4651;0;Departamento;Partido de Carlos Tejedor;Partido;Carlos Tejedor;ARBA - Gerencia de Servicios Catastrales;;06154;0,38807607077;2,95196221095
4652;0;Departamento;Partido de 25 de Mayo;Partido;25 de Mayo;ARBA - Gerencia de Servicios Catastrales;;06854;0,47590917457;4,34082573124
4653;0;Departamento;Partido de 9 de Julio;Partido;9 de Julio;ARBA - Gerencia de Servicios Catastrales;;06588;0,42615879113;3,02164725017
4654;0;Departamento;Partido de Pehuajó;Partido;Pehuajó;ARBA - Gerencia de Servicios Catastrales;;06609;0,45146532079;3,50449541827
4655;0;Departamento;Partido de Trenque Lauquen;Partido;Trenque Lauquen;ARBA - Gerencia de Servicios Catastrales;;06826;0,54997336228;3,19238184260
4656;0;Departamento;Partido de General Belgrano;Partido;General Belgrano;ARBA - Gerencia de Servicios Catastrales;;06301;0,18528707629;2,74905511860
4657;0;Departamento;Departamento Capayán;Departamento;Capayán;IDE Catamarca;;10042;0,40221533034;4,29458449933
4658;0;Departamento;Partido de Monte;Partido;Monte;ARBA - Gerencia de Servicios Catastrales;;06547;0,18634202581;2,41990955056
4659;0;Departamento;Partido de Roque Pérez;Partido;Roque Pérez;ARBA - Gerencia de Servicios Catastrales;;06693;0,15455540419;2,70116705217
4660;0;Departamento;Partido de Olavarría;Partido;Olavarría;ARBA - Gerencia de Servicios Catastrales;;06595;0,77465103816;4,11105242722
4661;0;Departamento;Partido de Merlo;Partido;Merlo;ARBA - Gerencia de Servicios Catastrales;;06539;0,01712766337;0,63240049997
4662;0;Departamento;Partido de Esteban Echeverría;Partido;Esteban Echeverría;ARBA - Gerencia de Servicios Catastrales;;06260;0,01195301893;0,52940209042
4663;0;Departamento;Partido de Arrecifes;Partido;Arrecifes;ARBA - Gerencia de Servicios Catastrales;;06077;0,12138877165;1,70649984137
4664;0;Departamento;Partido de Capitán Sarmiento;Partido;Capitán Sarmiento;ARBA - Gerencia de Servicios Catastrales;;06140;0,05365920789;1,18765000824
4665;0;Departamento;Partido de Carmen de Areco;Partido;Carmen de Areco;ARBA - Gerencia de Servicios Catastrales;;06161;0,10407248862;1,52357355204
4666;0;Departamento;Partido de Salto;Partido;Salto;ARBA - Gerencia de Servicios Catastrales;;06714;0,15771106703;2,08513261412
4667;0;Departamento;Partido de Exaltación de la Cruz;Partido;Exaltación de la Cruz;ARBA - Gerencia de Servicios Catastrales;;06266;0,06232822662;1,40637458403
4668;0;Departamento;Partido de San Miguel;Partido;San Miguel;ARBA - Gerencia de Servicios Catastrales;;06760;0,00812802064;0,44835931927
4669;0;Departamento;Partido de San Andrés de Giles;Partido;San Andrés de Giles;ARBA - Gerencia de Servicios Catastrales;;06728;0,11075833670;1,66151934526
4670;0;Departamento;Partido de Junín;Partido;Junín;ARBA - Gerencia de Servicios Catastrales;;06413;0,22142809037;2,37408463314
4671;0;Departamento;Partido de Mercedes;Partido;Mercedes;ARBA - Gerencia de Servicios Catastrales;;06532;0,10325099101;1,65208239652
4672;0;Departamento;Partido de Pilar;Partido;Pilar;ARBA - Gerencia de Servicios Catastrales;;06638;0,03773729191;1,24143735043
4673;0;Departamento;Partido de Luján;Partido;Luján;ARBA - Gerencia de Servicios Catastrales;;06497;0,07576601994;1,47665413263
4674;0;Departamento;Partido de Hurlingham;Partido;Hurlingham;ARBA - Gerencia de Servicios Catastrales;;06408;0,00351566460;0,24553122228
4675;0;Departamento;Partido de Morón;Partido;Morón;ARBA - Gerencia de Servicios Catastrales;;06568;0,00541457022;0,37274156696
4676;0;Departamento;Partido de Chacabuco;Partido;Chacabuco;ARBA - Gerencia de Servicios Catastrales;;06210;0,22510173494;2,71919237190
4677;0;Departamento;Partido de Malvinas Argentinas;Partido;Malvinas Argentinas;ARBA - Gerencia de Servicios Catastrales;;06515;0,00617016880;0,35581165820
4678;0;Departamento;Partido General San Martín;Partido;General San Martín;ARBA - Gerencia de Servicios Catastrales;;06371;0,00554947932;0,34491309820
4679;0;Departamento;Partido de Lincoln;Partido;Lincoln;ARBA - Gerencia de Servicios Catastrales;;06469;0,57104221450;3,76983908832
4680;0;Departamento;Partido de Ituzaingó;Partido;Ituzaingó;ARBA - Gerencia de Servicios Catastrales;;06410;0,00374253462;0,25683938726
4681;0;Departamento;Partido de General Rodríguez;Partido;General Rodríguez;ARBA - Gerencia de Servicios Catastrales;;06364;0,03603455731;0,91603513563
4682;0;Departamento;Partido de Suipacha;Partido;Suipacha;ARBA - Gerencia de Servicios Catastrales;;06784;0,09283108689;1,50888876210
4683;0;Departamento;Partido de Tres de Febrero;Partido;Tres de Febrero;ARBA - Gerencia de Servicios Catastrales;;06840;0,00446371091;0,36718253679
4684;0;Departamento;Departamento Coronel Felipe Varela;Departamento;Coronel Felipe Varela;IGN;;46028;0,76958709856;4,65555571302
4685;0;Departamento;Partido de Chivilcoy;Partido;Chivilcoy;ARBA - Gerencia de Servicios Catastrales;;06224;0,20309393456;2,13240600782
4686;0;Departamento;Partido de Alberti;Partido;Alberti;ARBA - Gerencia de Servicios Catastrales;;06021;0,11089884425;1,79374308533
4687;0;Departamento;Partido de Bragado;Partido;Bragado;ARBA - Gerencia de Servicios Catastrales;;06112;0,21724108301;2,51641218599
4688;0;Departamento;Partido de General Las Heras;Partido;General Las Heras;ARBA - Gerencia de Servicios Catastrales;;06329;0,07410116322;1,26243887881
4689;0;Departamento;Partido de Marcos Paz;Partido;Marcos Paz;ARBA - Gerencia de Servicios Catastrales;;06525;0,04159154269;1,10497793518
4690;0;Departamento;Partido de General Viamonte;Partido;General Viamonte;ARBA - Gerencia de Servicios Catastrales;;06385;0,21131456027;2,19840096368
4691;0;Departamento;Partido de Ezeiza;Partido;Ezeiza;ARBA - Gerencia de Servicios Catastrales;;06270;0,02348291571;0,78091195846
4692;0;Departamento;Partido de Florencio Varela;Partido;Florencio Varela;ARBA - Gerencia de Servicios Catastrales;;06274;0,01868240222;0,76439396823
4693;0;Departamento;Partido de Navarro;Partido;Navarro;ARBA - Gerencia de Servicios Catastrales;;06574;0,15996562066;2,23795692349
4694;0;Departamento;Partido de Cañuelas;Partido;Cañuelas;ARBA - Gerencia de Servicios Catastrales;;06134;0,11733186522;1,79903546774
4695;0;Departamento;Partido de San Vicente;Partido;San Vicente;ARBA - Gerencia de Servicios Catastrales;;06778;0,06530571732;1,25168478476
4696;0;Departamento;Partido de Lobos;Partido;Lobos;ARBA - Gerencia de Servicios Catastrales;;06483;0,17083067577;2,13242996310
4697;0;Departamento;Partido de General Alvear;Partido;General Alvear;ARBA - Gerencia de Servicios Catastrales;;06287;0,33663675814;3,23091430023
4698;0;Departamento;Partido de Quilmes;Partido;Quilmes;ARBA - Gerencia de Servicios Catastrales;;06658;0,00901924506;0,42414149062
4699;0;Departamento;Partido de Pila;Partido;Pila;ARBA - Gerencia de Servicios Catastrales;;06630;0,34566780599;3,12093761317
4700;0;Departamento;Partido de General La Madrid;Partido;General La Madrid;ARBA - Gerencia de Servicios Catastrales;;06322;0,48959486141;3,43740558302
4701;0;Departamento;Partido de Bolívar;Partido;Bolívar;ARBA - Gerencia de Servicios Catastrales;;06105;0,49510831215;3,62176014435
4702;0;Departamento;Partido de Balcarce;Partido;Balcarce;ARBA - Gerencia de Servicios Catastrales;;06063;0,42096293909;2,96413363318
4703;0;Departamento;Partido de Tapalqué;Partido;Tapalqué;ARBA - Gerencia de Servicios Catastrales;;06798;0,41848243885;4,69889455297
4704;0;Departamento;Partido de Hipólito Yrigoyen;Partido;Hipólito Yrigoyen;ARBA - Gerencia de Servicios Catastrales;;06406;0,16499115659;2,20755778243
4705;0;Departamento;Partido de Dolores;Partido;Dolores;ARBA - Gerencia de Servicios Catastrales;;06238;0,19865594241;2,37538900086
4706;0;Departamento;Partido de Azul;Partido;Azul;ARBA - Gerencia de Servicios Catastrales;;06049;0,66002214883;4,43245051369
4707;0;Departamento;Partido de Daireaux;Partido;Daireaux;ARBA - Gerencia de Servicios Catastrales;;06231;0,38520877048;3,55074651842
4708;0;Departamento;Partido de Tres Lomas;Partido;Tres Lomas;ARBA - Gerencia de Servicios Catastrales;;06847;0,12593210099;1,51467428793
4709;0;Departamento;Partido de Ayacucho;Partido;Ayacucho;ARBA - Gerencia de Servicios Catastrales;;06042;0,68424860794;4,17954467500
4710;0;Departamento;Partido de Guaminí;Partido;Guaminí;ARBA - Gerencia de Servicios Catastrales;;06399;0,48768038343;3,29773773131
